"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0010922" "BP" "GO:0010922" "positive regulation of phosphatase activity" "3/92" "34/18723" 0.000615259690796771 0.00342446866660528 0.00203956955843483 "IFNG/JAK2/MTOR" 3
"GO:0032743" "BP" "GO:0032743" "positive regulation of interleukin-2 production" "3/92" "34/18723" 0.000615259690796771 0.00342446866660528 0.00203956955843483 "IL1B/CCR2/CD4" 3
"GO:0032770" "BP" "GO:0032770" "positive regulation of monooxygenase activity" "3/92" "34/18723" 0.000615259690796771 0.00342446866660528 0.00203956955843483 "IL1B/IFNG/TNF" 3
"GO:0039528" "BP" "GO:0039528" "cytoplasmic pattern recognition receptor signaling pathway in response to virus" "3/92" "34/18723" 0.000615259690796771 0.00342446866660528 0.00203956955843483 "IRF3/DDX58/IFIH1" 3
"GO:0070232" "BP" "GO:0070232" "regulation of T cell apoptotic process" "3/92" "34/18723" 0.000615259690796771 0.00342446866660528 0.00203956955843483 "DOCK8/RAG1/FADD" 3
"GO:0061844" "BP" "GO:0061844" "antimicrobial humoral immune response mediated by antimicrobial peptide" "4/92" "79/18723" 0.000619033655439788 0.00343880978418389 0.00204811094388609 "CXCL1/CXCL10/CXCL5/CXCL8" 4
"GO:0051651" "BP" "GO:0051651" "maintenance of location in cell" "6/92" "214/18723" 0.000654724136345222 0.00363005351270942 0.00216201325251166 "CCR5/CCL3/CD19/CD4/CXCL10/HSPA5" 6
"GO:0030183" "BP" "GO:0030183" "B cell differentiation" "5/92" "141/18723" 0.000656076354318294 0.00363054198381915 0.00216230417963133 "RAG1/ADAM17/CD19/IL10/IL7" 5
"GO:0001569" "BP" "GO:0001569" "branching involved in blood vessel morphogenesis" "3/92" "35/18723" 0.000670555615412792 0.00369642174177647 0.00220154131739729 "STK4/NRP1/VEGFA" 3
"GO:0046640" "BP" "GO:0046640" "regulation of alpha-beta T cell proliferation" "3/92" "35/18723" 0.000670555615412792 0.00369642174177647 0.00220154131739729 "CCR2/HLA-A/IL18" 3
"GO:0070374" "BP" "GO:0070374" "positive regulation of ERK1 and ERK2 cascade" "6/92" "217/18723" 0.00070415527759263 0.00387166347602881 0.00230591304374242 "CCL3/CD4/NRP1/TLR4/TNF/MAPK3" 6
"GO:0006913" "BP" "GO:0006913" "nucleocytoplasmic transport" "7/92" "301/18723" 0.000706389854261523 0.00387166347602881 0.00230591304374242 "RANBP2/IL1B/NUP214/STAT3/IFNG/JAK2/MAVS" 7
"GO:0051169" "BP" "GO:0051169" "nuclear transport" "7/92" "301/18723" 0.000706389854261523 0.00387166347602881 0.00230591304374242 "RANBP2/IL1B/NUP214/STAT3/IFNG/JAK2/MAVS" 7
"GO:0001910" "BP" "GO:0001910" "regulation of leukocyte mediated cytotoxicity" "4/92" "82/18723" 0.000712589485071846 0.00388340986930995 0.00231290904472536 "CX3CR1/FADD/HLA-A/HLA-B" 4
"GO:0008625" "BP" "GO:0008625" "extrinsic apoptotic signaling pathway via death domain receptors" "4/92" "82/18723" 0.000712589485071846 0.00388340986930995 0.00231290904472536 "FADD/STK4/SERPINE1/TNF" 4
"GO:0046889" "BP" "GO:0046889" "positive regulation of lipid biosynthetic process" "4/92" "82/18723" 0.000712589485071846 0.00388340986930995 0.00231290904472536 "IL1B/IFNG/MTOR/TNF" 4
"GO:0033135" "BP" "GO:0033135" "regulation of peptidyl-serine phosphorylation" "5/92" "144/18723" 0.000721641117357226 0.00392529032017037 0.0023378525034001 "TBK1/STK4/IFNG/TNF/VEGFA" 5
"GO:0060251" "BP" "GO:0060251" "regulation of glial cell proliferation" "3/92" "36/18723" 0.000728923505952932 0.00394994020584306 0.00235253365873588 "IL1B/MTOR/TNF" 3
"GO:0071402" "BP" "GO:0071402" "cellular response to lipoprotein particle stimulus" "3/92" "36/18723" 0.000728923505952932 0.00394994020584306 0.00235253365873588 "TICAM1/ADAM17/TLR4" 3
"GO:0010921" "BP" "GO:0010921" "regulation of phosphatase activity" "4/92" "84/18723" 0.000780256767549462 0.00422014583126564 0.00251346465907003 "IFNG/JAK2/MTOR/TNF" 4
"GO:0043029" "BP" "GO:0043029" "T cell homeostasis" "3/92" "37/18723" 0.000790430462688441 0.00426713588128046 0.00254145132938013 "RAG1/FADD/IL2RA" 3
"GO:0006909" "BP" "GO:0006909" "phagocytosis" "7/92" "308/18723" 0.000808383065749509 0.00435586522482662 0.00259429738687262 "IL1B/CCR2/SLC11A1/CD14/IFNG/TLR4/TNF" 7
"GO:0010507" "BP" "GO:0010507" "negative regulation of autophagy" "4/92" "85/18723" 0.00081573796912991 0.00437906438755346 0.00260811451025303 "STAT3/IL10/MTOR/MCL1" 4
"GO:0032092" "BP" "GO:0032092" "positive regulation of protein binding" "4/92" "85/18723" 0.00081573796912991 0.00437906438755346 0.00260811451025303 "TICAM1/STK4/ACE/NRP1" 4
"GO:0070372" "BP" "GO:0070372" "regulation of ERK1 and ERK2 cascade" "7/92" "309/18723" 0.000823858264270386 0.00441440472944878 0.00262916276402077 "IL1B/CCL3/CD4/NRP1/TLR4/TNF/MAPK3" 7
"GO:0045834" "BP" "GO:0045834" "positive regulation of lipid metabolic process" "5/92" "149/18723" 0.000841654042369219 0.00450136016701005 0.00268095230589039 "IL1B/CD19/IFNG/MTOR/TNF" 5
"GO:0002478" "BP" "GO:0002478" "antigen processing and presentation of exogenous peptide antigen" "3/92" "38/18723" 0.000855142409528981 0.00452296316789546 0.00269381877577705 "CTSL/CTSS/HLA-A" 3
"GO:0010742" "BP" "GO:0010742" "macrophage derived foam cell differentiation" "3/92" "38/18723" 0.000855142409528981 0.00452296316789546 0.00269381877577705 "STAT1/IL18/NFKB1" 3
"GO:0046633" "BP" "GO:0046633" "alpha-beta T cell proliferation" "3/92" "38/18723" 0.000855142409528981 0.00452296316789546 0.00269381877577705 "CCR2/HLA-A/IL18" 3
"GO:0051930" "BP" "GO:0051930" "regulation of sensory perception of pain" "3/92" "38/18723" 0.000855142409528981 0.00452296316789546 0.00269381877577705 "CCL3/IL10/MTOR" 3
"GO:0090077" "BP" "GO:0090077" "foam cell differentiation" "3/92" "38/18723" 0.000855142409528981 0.00452296316789546 0.00269381877577705 "STAT1/IL18/NFKB1" 3
"GO:0097242" "BP" "GO:0097242" "amyloid-beta clearance" "3/92" "38/18723" 0.000855142409528981 0.00452296316789546 0.00269381877577705 "IFNGR1/IFNG/TNF" 3
"GO:1904064" "BP" "GO:1904064" "positive regulation of cation transmembrane transport" "5/92" "151/18723" 0.000893605852133313 0.00471771324876264 0.00280980942282631 "CCR2/CD19/CTSS/CXCL10/IFNG" 5
"GO:0001914" "BP" "GO:0001914" "regulation of T cell mediated cytotoxicity" "3/92" "39/18723" 0.000923124105795998 0.0048468234585852 0.00288670580567401 "FADD/HLA-A/HLA-B" 3
"GO:0051931" "BP" "GO:0051931" "regulation of sensory perception" "3/92" "39/18723" 0.000923124105795998 0.0048468234585852 0.00288670580567401 "CCL3/IL10/MTOR" 3
"GO:2000516" "BP" "GO:2000516" "positive regulation of CD4-positive, alpha-beta T cell activation" "3/92" "39/18723" 0.000923124105795998 0.0048468234585852 0.00288670580567401 "IFNG/IL18/NLRP3" 3
"GO:0014910" "BP" "GO:0014910" "regulation of smooth muscle cell migration" "4/92" "89/18723" 0.000969102861038176 0.00507894784106139 0.00302495610677494 "ACE/NRP1/SERPINE1/TLR4" 4
"GO:0043434" "BP" "GO:0043434" "response to peptide hormone" "8/92" "414/18723" 0.000984525956677738 0.00515037986808463 0.00306750010469049 "IL1B/STAT1/STAT3/IL10/JAK2/MTOR/NFKB1/STAT2" 8
"GO:0007204" "BP" "GO:0007204" "positive regulation of cytosolic calcium ion concentration" "7/92" "319/18723" 0.000991875342373306 0.00517396605343234 0.00308154773377348 "CX3CR1/CCR2/CCR5/CCL3/CD19/CXCL10/JAK2" 7
"GO:0010543" "BP" "GO:0010543" "regulation of platelet activation" "3/92" "40/18723" 0.000994439157902038 0.00517396605343234 0.00308154773377348 "IL6ST/JAK2/TLR4" 3
"GO:0070266" "BP" "GO:0070266" "necroptotic process" "3/92" "40/18723" 0.000994439157902038 0.00517396605343234 0.00308154773377348 "TLR3/FADD/TNF" 3
"GO:1904705" "BP" "GO:1904705" "regulation of vascular associated smooth muscle cell proliferation" "4/92" "90/18723" 0.00101040199519334 0.00524751271283053 0.00312535117957397 "IL10/JAK2/TNF/ERN1" 4
"GO:0002887" "BP" "GO:0002887" "negative regulation of myeloid leukocyte mediated immunity" "2/92" "10/18723" 0.00104755102926453 0.00541109092814339 0.00322277626382972 "CX3CR1/CCR2" 2
"GO:0070391" "BP" "GO:0070391" "response to lipoteichoic acid" "2/92" "10/18723" 0.00104755102926453 0.00541109092814339 0.00322277626382972 "CD14/TLR4" 2
"GO:0071223" "BP" "GO:0071223" "cellular response to lipoteichoic acid" "2/92" "10/18723" 0.00104755102926453 0.00541109092814339 0.00322277626382972 "CD14/TLR4" 2
"GO:1990874" "BP" "GO:1990874" "vascular associated smooth muscle cell proliferation" "4/92" "91/18723" 0.00105292346393943 0.00542907753758357 0.00323348885741581 "IL10/JAK2/TNF/ERN1" 4
"GO:2000116" "BP" "GO:2000116" "regulation of cysteine-type endopeptidase activity" "6/92" "235/18723" 0.00106441073931154 0.00546369909048035 0.0032541090096872 "RAG1/FADD/JAK2/NLRP3/TNF/VEGFA" 6
"GO:0032735" "BP" "GO:0032735" "positive regulation of interleukin-12 production" "3/92" "41/18723" 0.00106915003093661 0.00546369909048035 0.0032541090096872 "TLR3/IFNG/TLR4" 3
"GO:0042307" "BP" "GO:0042307" "positive regulation of protein import into nucleus" "3/92" "41/18723" 0.00106915003093661 0.00546369909048035 0.0032541090096872 "IFNG/JAK2/MAVS" 3
"GO:0050691" "BP" "GO:0050691" "regulation of defense response to virus by host" "3/92" "41/18723" 0.00106915003093661 0.00546369909048035 0.0032541090096872 "STAT1/DDX58/MAVS" 3
"GO:1905521" "BP" "GO:1905521" "regulation of macrophage migration" "3/92" "41/18723" 0.00106915003093661 0.00546369909048035 0.0032541090096872 "CX3CR1/CCL3/MAPK3" 3
"GO:0030072" "BP" "GO:0030072" "peptide hormone secretion" "6/92" "236/18723" 0.00108792093746649 0.0055497494358859 0.0033053594902927 "IL1B/IL1RN/DPP4/IFNG/JAK2/TNF" 6
"GO:0030890" "BP" "GO:0030890" "positive regulation of B cell proliferation" "3/92" "42/18723" 0.00114731806015932 0.00583203091819039 0.0034734827158992 "TICAM1/IL7/TLR4" 3
"GO:1902895" "BP" "GO:1902895" "positive regulation of pri-miRNA transcription by RNA polymerase II" "3/92" "42/18723" 0.00114731806015932 0.00583203091819039 0.0034734827158992 "STAT3/IL10/TNF" 3
"GO:0070371" "BP" "GO:0070371" "ERK1 and ERK2 cascade" "7/92" "330/18723" 0.00120675202302285 0.00612330708502055 0.00364696306009324 "IL1B/CCL3/CD4/NRP1/TLR4/TNF/MAPK3" 7
"GO:0034250" "BP" "GO:0034250" "positive regulation of cellular amide metabolic process" "5/92" "162/18723" 0.00122319376821636 0.00619578924570969 0.00369013250413365 "IFNGR1/IFNG/MTOR/TNF/MAPK3" 5
"GO:0002861" "BP" "GO:0002861" "regulation of inflammatory response to antigenic stimulus" "3/92" "43/18723" 0.00122900346240085 0.00620251626471741 0.00369413903026162 "FURIN/IL10/TNF" 3
"GO:1904591" "BP" "GO:1904591" "positive regulation of protein import" "3/92" "43/18723" 0.00122900346240085 0.00620251626471741 0.00369413903026162 "IFNG/JAK2/MAVS" 3
"GO:0036473" "BP" "GO:0036473" "cell death in response to oxidative stress" "4/92" "95/18723" 0.00123562423522028 0.00620251626471741 0.00369413903026162 "IL10/JAK2/TLR4/MCL1" 4
"GO:0042982" "BP" "GO:0042982" "amyloid precursor protein metabolic process" "4/92" "95/18723" 0.00123562423522028 0.00620251626471741 0.00369413903026162 "IFNGR1/ADAM17/IFNG/TNF" 4
"GO:0050764" "BP" "GO:0050764" "regulation of phagocytosis" "4/92" "95/18723" 0.00123562423522028 0.00620251626471741 0.00369413903026162 "IL1B/SLC11A1/IFNG/TNF" 4
"GO:0002790" "BP" "GO:0002790" "peptide secretion" "6/92" "242/18723" 0.00123747974222948 0.00620251626471741 0.00369413903026162 "IL1B/IL1RN/DPP4/IFNG/JAK2/TNF" 6
"GO:0001660" "BP" "GO:0001660" "fever generation" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IL1B/TNF" 2
"GO:0031652" "BP" "GO:0031652" "positive regulation of heat generation" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IL1B/TNF" 2
"GO:0034115" "BP" "GO:0034115" "negative regulation of heterotypic cell-cell adhesion" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IL1RN/IL10" 2
"GO:0039530" "BP" "GO:0039530" "MDA-5 signaling pathway" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IRF3/IFIH1" 2
"GO:0045628" "BP" "GO:0045628" "regulation of T-helper 2 cell differentiation" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IL18/NLRP3" 2
"GO:0070587" "BP" "GO:0070587" "regulation of cell-cell adhesion involved in gastrulation" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IL1RN/IL10" 2
"GO:0071609" "BP" "GO:0071609" "chemokine (C-C motif) ligand 5 production" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IL10/MAVS" 2
"GO:0071649" "BP" "GO:0071649" "regulation of chemokine (C-C motif) ligand 5 production" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IL10/MAVS" 2
"GO:0071888" "BP" "GO:0071888" "macrophage apoptotic process" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "IRF3/CTSL" 2
"GO:0098792" "BP" "GO:0098792" "xenophagy" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "TBK1/MAPK3" 2
"GO:1902667" "BP" "GO:1902667" "regulation of axon guidance" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "NRP1/VEGFA" 2
"GO:2000343" "BP" "GO:2000343" "positive regulation of chemokine (C-X-C motif) ligand 2 production" "2/92" "11/18723" 0.00127624863030995 0.00626561720726527 0.00373172114125717 "TLR4/TNF" 2
"GO:1904035" "BP" "GO:1904035" "regulation of epithelial cell apoptotic process" "4/92" "96/18723" 0.00128455095336307 0.00629561491136303 0.00374958738856653 "JAK2/MTOR/SERPINE1/TNF" 4
"GO:0042113" "BP" "GO:0042113" "B cell activation" "7/92" "334/18723" 0.00129336759454249 0.006328026799874 0.00376889149310777 "RAG1/TICAM1/ADAM17/CD19/IL10/IL7/TLR4" 7
"GO:0006775" "BP" "GO:0006775" "fat-soluble vitamin metabolic process" "3/92" "44/18723" 0.00131426534737253 0.00637596296900997 0.00379744165981572 "IFNG/NFKB1/TNF" 3
"GO:0032620" "BP" "GO:0032620" "interleukin-17 production" "3/92" "44/18723" 0.00131426534737253 0.00637596296900997 0.00379744165981572 "IFNG/IL18/TLR4" 3
"GO:0032660" "BP" "GO:0032660" "regulation of interleukin-17 production" "3/92" "44/18723" 0.00131426534737253 0.00637596296900997 0.00379744165981572 "IFNG/IL18/TLR4" 3
"GO:0046006" "BP" "GO:0046006" "regulation of activated T cell proliferation" "3/92" "44/18723" 0.00131426534737253 0.00637596296900997 0.00379744165981572 "FADD/IL18/IL2RA" 3
"GO:0062208" "BP" "GO:0062208" "positive regulation of pattern recognition receptor signaling pathway" "3/92" "44/18723" 0.00131426534737253 0.00637596296900997 0.00379744165981572 "TLR3/RSAD2/TLR4" 3
"GO:0050796" "BP" "GO:0050796" "regulation of insulin secretion" "5/92" "165/18723" 0.00132690457945088 0.00642642487720562 0.00382749612427032 "IL1B/DPP4/IFNG/JAK2/TNF" 5
"GO:0014909" "BP" "GO:0014909" "smooth muscle cell migration" "4/92" "97/18723" 0.00133481735070992 0.00644301753149392 0.00383737849607008 "ACE/NRP1/SERPINE1/TLR4" 4
"GO:0043255" "BP" "GO:0043255" "regulation of carbohydrate biosynthetic process" "4/92" "97/18723" 0.00133481735070992 0.00644301753149392 0.00383737849607008 "RANBP2/MST1/MTOR/NFKB1" 4
"GO:0048732" "BP" "GO:0048732" "gland development" "8/92" "436/18723" 0.00136964117685843 0.00660001587237823 0.00393088469161949 "RAG1/FADD/IL10/JAK2/NRP1/TNF/VEGFA/MAPK3" 8
"GO:0034767" "BP" "GO:0034767" "positive regulation of ion transmembrane transport" "5/92" "167/18723" 0.00139956440864811 0.00673291286706427 0.00401003643489937 "CCR2/CD19/CTSS/CXCL10/IFNG" 5
"GO:0048538" "BP" "GO:0048538" "thymus development" "3/92" "45/18723" 0.00140316172888504 0.00673893057752146 0.00401362050596407 "RAG1/FADD/MAPK3" 3
"GO:0002833" "BP" "GO:0002833" "positive regulation of response to biotic stimulus" "5/92" "168/18723" 0.00143697609723677 0.00688980859977298 0.00410348151833715 "FADD/TBK1/IRF3/MAVS/TLR4" 5
"GO:0061028" "BP" "GO:0061028" "establishment of endothelial barrier" "3/92" "46/18723" 0.00149574953597698 0.00714774154297154 0.00425710306675295 "IL1B/TNF/VEGFA" 3
"GO:2000107" "BP" "GO:2000107" "negative regulation of leukocyte apoptotic process" "3/92" "46/18723" 0.00149574953597698 0.00714774154297154 0.00425710306675295 "DOCK8/RAG1/FADD" 3
"GO:0051960" "BP" "GO:0051960" "regulation of nervous system development" "8/92" "443/18723" 0.00151460954685273 0.00722308480674046 0.00430197654704341 "IL1B/CX3CR1/IL6ST/IFNG/MTOR/NRP1/TNF/VEGFA" 8
"GO:0002664" "BP" "GO:0002664" "regulation of T cell tolerance induction" "2/92" "12/18723" 0.00152660601590928 0.00722308480674046 0.00430197654704341 "IL2RA/HLA-B" 2
"GO:0033127" "BP" "GO:0033127" "regulation of histone phosphorylation" "2/92" "12/18723" 0.00152660601590928 0.00722308480674046 0.00430197654704341 "IL1B/MAPK3" 2
"GO:0070586" "BP" "GO:0070586" "cell-cell adhesion involved in gastrulation" "2/92" "12/18723" 0.00152660601590928 0.00722308480674046 0.00430197654704341 "IL1RN/IL10" 2
"GO:0072683" "BP" "GO:0072683" "T cell extravasation" "2/92" "12/18723" 0.00152660601590928 0.00722308480674046 0.00430197654704341 "CCR2/FADD" 2
"GO:0140052" "BP" "GO:0140052" "cellular response to oxidised low-density lipoprotein particle stimulus" "2/92" "12/18723" 0.00152660601590928 0.00722308480674046 0.00430197654704341 "TICAM1/TLR4" 2
"GO:0050830" "BP" "GO:0050830" "defense response to Gram-positive bacterium" "4/92" "101/18723" 0.00154966936726318 0.0073201487216774 0.00435978656821792 "TBK1/ADAM17/HLA-A/TNF" 4
"GO:0046890" "BP" "GO:0046890" "regulation of lipid biosynthetic process" "5/92" "171/18723" 0.00155364283294784 0.0073268673501251 0.0043637880970361 "IL1B/IFNG/MTOR/NFKB1/TNF" 5
"GO:0019884" "BP" "GO:0019884" "antigen processing and presentation of exogenous antigen" "3/92" "47/18723" 0.00159208462395387 0.00744402853058944 0.00443356779145574 "CTSL/CTSS/HLA-A" 3
"GO:0045601" "BP" "GO:0045601" "regulation of endothelial cell differentiation" "3/92" "47/18723" 0.00159208462395387 0.00744402853058944 0.00443356779145574 "IL1B/TNF/VEGFA" 3
"GO:0045747" "BP" "GO:0045747" "positive regulation of Notch signaling pathway" "3/92" "47/18723" 0.00159208462395387 0.00744402853058944 0.00443356779145574 "IL6ST/STAT3/AAK1" 3
"GO:0046677" "BP" "GO:0046677" "response to antibiotic" "3/92" "47/18723" 0.00159208462395387 0.00744402853058944 0.00443356779145574 "HSPA5/JAK1/JAK2" 3
"GO:0050798" "BP" "GO:0050798" "activated T cell proliferation" "3/92" "47/18723" 0.00159208462395387 0.00744402853058944 0.00443356779145574 "FADD/IL18/IL2RA" 3
"GO:0007219" "BP" "GO:0007219" "Notch signaling pathway" "5/92" "172/18723" 0.00159403814286647 0.00744402853058944 0.00443356779145574 "IL6ST/STAT3/AAK1/ADAM17/IL2RA" 5
"GO:0014013" "BP" "GO:0014013" "regulation of gliogenesis" "4/92" "103/18723" 0.00166563919609813 0.00776577235583413 0.00462519428171473 "IL1B/IL6ST/MTOR/TNF" 4
"GO:1902003" "BP" "GO:1902003" "regulation of amyloid-beta formation" "3/92" "48/18723" 0.00169222178533823 0.00786417632280162 0.00468380242066875 "IFNGR1/IFNG/TNF" 3
"GO:2001238" "BP" "GO:2001238" "positive regulation of extrinsic apoptotic signaling pathway" "3/92" "48/18723" 0.00169222178533823 0.00786417632280162 0.00468380242066875 "FADD/STK4/TNF" 3
"GO:0032963" "BP" "GO:0032963" "collagen metabolic process" "4/92" "104/18723" 0.0017258278274362 0.00800739502487361 0.0047691016403092 "CTSB/CTSL/CTSS/FURIN" 4
"GO:0010634" "BP" "GO:0010634" "positive regulation of epithelial cell migration" "5/92" "176/18723" 0.00176338597455226 0.00815530518343655 0.00485719503118472 "ADAM17/IFNG/MTOR/NRP1/VEGFA" 5
"GO:0050728" "BP" "GO:0050728" "negative regulation of inflammatory response" "5/92" "176/18723" 0.00176338597455226 0.00815530518343655 0.00485719503118472 "FURIN/IL10/IL2RA/NFKB1/NLRP3" 5
"GO:0051480" "BP" "GO:0051480" "regulation of cytosolic calcium ion concentration" "7/92" "353/18723" 0.00177354221037681 0.00818908879132184 0.00487731611416874 "CX3CR1/CCR2/CCR5/CCL3/CD19/CXCL10/JAK2" 7
"GO:0001913" "BP" "GO:0001913" "T cell mediated cytotoxicity" "3/92" "49/18723" 0.00179621476073141 0.00821149760744771 0.00489066251726379 "FADD/HLA-A/HLA-B" 3
"GO:0002762" "BP" "GO:0002762" "negative regulation of myeloid leukocyte differentiation" "3/92" "49/18723" 0.00179621476073141 0.00821149760744771 0.00489066251726379 "TLR3/CCL3/TLR4" 3
"GO:0030857" "BP" "GO:0030857" "negative regulation of epithelial cell differentiation" "3/92" "49/18723" 0.00179621476073141 0.00821149760744771 0.00489066251726379 "STAT1/IFNG/VEGFA" 3
"GO:0032692" "BP" "GO:0032692" "negative regulation of interleukin-1 production" "3/92" "49/18723" 0.00179621476073141 0.00821149760744771 0.00489066251726379 "CX3CR1/IL10/NLRP3" 3
"GO:0014842" "BP" "GO:0014842" "regulation of skeletal muscle satellite cell proliferation" "2/92" "13/18723" 0.0017984094690406 0.00821149760744771 0.00489066251726379 "STAT3/JAK2" 2
"GO:0035745" "BP" "GO:0035745" "T-helper 2 cell cytokine production" "2/92" "13/18723" 0.0017984094690406 0.00821149760744771 0.00489066251726379 "NLRP3/RSAD2" 2
"GO:2000551" "BP" "GO:2000551" "regulation of T-helper 2 cell cytokine production" "2/92" "13/18723" 0.0017984094690406 0.00821149760744771 0.00489066251726379 "NLRP3/RSAD2" 2
"GO:0043405" "BP" "GO:0043405" "regulation of MAP kinase activity" "5/92" "177/18723" 0.00180770877792261 0.00824085652411704 0.00490814831098453 "IL1B/TLR4/TNF/VEGFA/ERN1" 5
"GO:0035821" "BP" "GO:0035821" "modulation of process of other organism" "4/92" "106/18723" 0.00185070889880679 0.00841620844817273 0.0050125856649614 "CX3CR1/CCL3/CD4/IFNG" 4
"GO:0031330" "BP" "GO:0031330" "negative regulation of cellular catabolic process" "6/92" "262/18723" 0.00185203472814943 0.00841620844817273 0.0050125856649614 "STAT3/SLC11A1/FURIN/IL10/MTOR/MCL1" 6
"GO:0010631" "BP" "GO:0010631" "epithelial cell migration" "7/92" "357/18723" 0.00189032317040621 0.0085766321412427 0.00510813195628185 "ADAM17/DPP4/IFNG/MTOR/NRP1/TNF/VEGFA" 7
"GO:0010950" "BP" "GO:0010950" "positive regulation of endopeptidase activity" "5/92" "179/18723" 0.00189879951429491 0.00860150190071764 0.00512294406563047 "FADD/STAT3/JAK2/NLRP3/TNF" 5
"GO:0046638" "BP" "GO:0046638" "positive regulation of alpha-beta T cell differentiation" "3/92" "50/18723" 0.00190411624958771 0.00861200294301718 0.00512919835156242 "IFNG/IL18/NLRP3" 3
"GO:0051341" "BP" "GO:0051341" "regulation of oxidoreductase activity" "4/92" "107/18723" 0.00191543975943383 0.00864959589480184 0.00515158823085068 "IL1B/IFNG/NFKB1/TNF" 4
"GO:0015833" "BP" "GO:0015833" "peptide transport" "6/92" "264/18723" 0.00192428388359742 0.00867589217220059 0.00516724995595439 "IL1B/IL1RN/DPP4/IFNG/JAK2/TNF" 6
"GO:0030522" "BP" "GO:0030522" "intracellular receptor signaling pathway" "6/92" "265/18723" 0.00196120046042153 0.00882847605380977 0.00525812695625307 "STAT3/IRF3/DDX58/IFIH1/JAK2/TLR4" 6
"GO:0009410" "BP" "GO:0009410" "response to xenobiotic stimulus" "8/92" "462/18723" 0.0019703501224479 0.00885578333594737 0.00527439082279522 "IL1B/STAT1/TLR3/STAT3/ADAM17/HSPA5/IL10/XPC" 8
"GO:0090132" "BP" "GO:0090132" "epithelium migration" "7/92" "360/18723" 0.00198176620793918 0.00889317585812706 0.00529666132878481 "ADAM17/DPP4/IFNG/MTOR/NRP1/TNF/VEGFA" 7
"GO:0014009" "BP" "GO:0014009" "glial cell proliferation" "3/92" "51/18723" 0.00201597792090155 0.00899051023110133 0.00535463243129294 "IL1B/MTOR/TNF" 3
"GO:0043370" "BP" "GO:0043370" "regulation of CD4-positive, alpha-beta T cell differentiation" "3/92" "51/18723" 0.00201597792090155 0.00899051023110133 0.00535463243129294 "IFNG/IL18/NLRP3" 3
"GO:0045661" "BP" "GO:0045661" "regulation of myoblast differentiation" "3/92" "51/18723" 0.00201597792090155 0.00899051023110133 0.00535463243129294 "CXCL10/IL18/TNF" 3
"GO:0071622" "BP" "GO:0071622" "regulation of granulocyte chemotaxis" "3/92" "51/18723" 0.00201597792090155 0.00899051023110133 0.00535463243129294 "CXCL8/DPP4/MAPK3" 3
"GO:0061138" "BP" "GO:0061138" "morphogenesis of a branching epithelium" "5/92" "182/18723" 0.00204168212693237 0.00909102491248028 0.00541449768464318 "STK4/IL10/NRP1/TNF/VEGFA" 5
"GO:0002517" "BP" "GO:0002517" "T cell tolerance induction" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "IL2RA/HLA-B" 2
"GO:0030213" "BP" "GO:0030213" "hyaluronan biosynthetic process" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "IL1B/NFKB1" 2
"GO:0031650" "BP" "GO:0031650" "regulation of heat generation" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "IL1B/TNF" 2
"GO:0045579" "BP" "GO:0045579" "positive regulation of B cell differentiation" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "IL10/IL7" 2
"GO:0050930" "BP" "GO:0050930" "induction of positive chemotaxis" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "CXCL8/VEGFA" 2
"GO:0061043" "BP" "GO:0061043" "regulation of vascular wound healing" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "SERPINE1/TNF" 2
"GO:0072540" "BP" "GO:0072540" "T-helper 17 cell lineage commitment" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "IL6R/STAT3" 2
"GO:1901857" "BP" "GO:1901857" "positive regulation of cellular respiration" "2/92" "14/18723" 0.00209144681032408 0.00919852257159383 0.00547852190985192 "IFNAR1/IFNG" 2
"GO:0014812" "BP" "GO:0014812" "muscle cell migration" "4/92" "110/18723" 0.00211902316643337 0.00930555739143219 0.00554227047393245 "ACE/NRP1/SERPINE1/TLR4" 4
